Hostname,URL,Title,Visit Time,Visit Count,Visited From,Visit Type,Web Browser,User Profile,Browser Profile,URL Length,Typed Count
INBANL-PC0EAQF5,https://login.citrixonline.com/login?service=https%3A%2F%2Fauthentication.citrixonline.com%2Foauth%2Fauthorize%3Fclient_id%3D7dc99d97-1695-428e-bb92-f8a8bd313c4c%26redirect_uri%3Durn%253aietf%253awg%253aoauth%253a2.0%253aoob%26response_type%3Dcode%26state%3DDC8D0B63-AF31-4DAB-A028-D3FB227BE013%26login_theme%3Dg2mEndpoint%26locale%3Den&theme=g2mEndpoint,,10/3/2017 19:28,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,354,
INBANL-PC0EAQF5,https://login.microsoftonline.com/common/oauth2/authorize?response_type=code&client_id=d3590ed6-52b3-4102-aeff-aad2292ab01c&redirect_uri=urn%3aietf%3awg%3aoauth%3a2.0%3aoob&resource=https%3a%2f%2foutlook.office365.com%2f&msafed=0&nux=1&login_hint=vignesh.balakrishnan%40logmein.com,,10/3/2017 10:19,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,281,
INBANL-PC0EAQF5,https://login.microsoftonline.com/common/oauth2/authorize?response_type=code&client_id=d3590ed6-52b3-4102-aeff-aad2292ab01c&redirect_uri=urn%3aietf%3awg%3aoauth%3a2.0%3aoob&resource=https%3a%2f%2foutlook.office365.com%2f&msafed=0&nux=1&login_hint=vignesh.balakrishnan%40logmein.com&sso_nonce=AQABAAAAAAABlDrqfEFlSaui6xnRjX5ECxiVCoZsfdrf9PV-s1VGAslk2C6pLMlR_iSDhw-RQGlxwzWabjUlW2R_rvqlCwwcqDC2gSc7DTlLhkyAM6tb5CAA&mscrid=ee8bec77-7612-4a63-9640-eaa73c22ceb1,,10/3/2017 10:19,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,456,
INBANL-PC0EAQF5,https://login.microsoftonline.com/login.srf?client-request-id=ee8bec77-7612-4a63-9640-eaa73c22ceb1,,10/3/2017 10:34,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,98,
INBANL-PC0EAQF5,https://login.windows.net/common/oauth2/authorize?response_type=code&client_id=d3590ed6-52b3-4102-aeff-aad2292ab01c&redirect_uri=urn%3aietf%3awg%3aoauth%3a2.0%3aoob&resource=https%3a%2f%2foutlook.office365.com%2f&msafed=0&nux=1&login_hint=vignesh.balakrishnan%40logmein.com,,10/3/2017 10:19,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,273,
INBANL-PC0EAQF5,https://lpcdn.lpsnmedia.net/le_secure_storage/3.3.0.2-release_294/storage.secure.min.html?loc=http%3A%2F%2Fwww.prnewswire.com&site=38202710&env=prod,,10/8/2017 11:17,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,148,
INBANL-PC0EAQF5,https://messenger.gotomeeting.com/,,10/9/2017 9:56,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,34,
INBANL-PC0EAQF5,https://messenger.gotomeeting.com/appcache/manifest.html,,10/9/2017 9:56,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,56,
INBANL-PC0EAQF5,https://platform.twitter.com/widgets/twitter_cookies.html?namespace=twttr%3Acookies&origin=http%3A%2F%2Fblogs.gartner.com,,10/9/2017 10:36,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,121,
INBANL-PC0EAQF5,https://platform.twitter.com/widgets/twitter_cookies.html?namespace=twttr%3Acookies&origin=http%3A%2F%2Fwww.prnewswire.com,,10/8/2017 11:17,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,122,
INBANL-PC0EAQF5,https://staticxx.facebook.com/connect/xd_arbiter/r/Z2duorNoYeF.js?version=42,,10/9/2017 10:36,3,,,Internet Explorer 10/11 / Edge,dharanidharanss,,76,
INBANL-PC0EAQF5,https://store.office.com/gyro/client?client=Win32_Outlook&cv=16.0.7766.6539&rs=en-us&ui=en-US&clientsessionid={0CD34264-01A4-4272-A018-268E1C41994D}&gates=Marketplace.Outlook.NewApi.Ui&timestamp=1507533040193&corr={DD401BBD-4BB6-4E41-97D6-C27654CA7DC0}&privateenabled=true&connectors=true&fb=0&p=0&t=0&a=1&env_setting=%7B%22IsAppCommandEnabled%22%3Afalse%7D,,10/9/2017 12:40,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,357,
INBANL-PC0EAQF5,https://urldefense.proofpoint.com/v2/url?u=https-3A__app2.clarizen.com_Clarizen_ObjectDetails_Index_8.8230183745.23734337_&d=DwMGaQ&c=k6LEwkJiSX1kJxtgPu1uYQ&r=T0Zkt_eIoYXFpHyYoKOF8cnCRr6syUzKx1LGR3qVg0U&m=MzIZdvhohgY8qf59dBa3C_RWbrna90s3CL9fnfQ3PB8&s=xEUlNVNVFU8p9R5x8zuwjhFCuMrg0KUUFRKnGe5j1cI&e=,,10/3/2017 13:09,3,,,Internet Explorer 10/11 / Edge,dharanidharanss,,297,
INBANL-PC0EAQF5,https://urldefense.proofpoint.com/v2/url?u=https-3A__drive.google.com_drive_folders_0B7dCBKJB-2D7qJMEx4T2Z3RWNGaFU-3Fusp-3Dsharing-5Feip-26ts-3D59dc2b9b&d=DwMFaQ&c=k6LEwkJiSX1kJxtgPu1uYQ&r=T0Zkt_eIoYXFpHyYoKOF8cnCRr6syUzKx1LGR3qVg0U&m=hBe8U44iGW5fpcOpK975KVLyQhkMk_MihgbcV8moidM&s=J2kWLGLgd40xazaNdfUwqDCH5yIpnl32pupiKJsX01g&e=,,10/10/2017 9:26,5,,,Internet Explorer 10/11 / Edge,dharanidharanss,,327,
INBANL-PC0EAQF5,https://www.clarizen.com/login-pages/v6-generic_NEW.php?lang=en-us&%3fReturnUrl%3d%2fClarizen%2fObjectDetails%2fIndex%2f8.8230183745.23734337%2f,,10/3/2017 13:09,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,144,
INBANL-PC0EAQF5,https://www.facebook.com/connect/ping?client_id=1437737463153499&domain=www.prnewswire.com&origin=1&redirect_uri=http%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2FZ2duorNoYeF.js%3Fversion%3D42%23cb%3Df2016eb4665fbb8%26domain%3Dwww.prnewswire.com%26origin%3Dhttp%253A%252F%252Fwww.prnewswire.com%252Ffe2c9f352ec57%26relation%3Dparent&response_type=token%2Csigned_request%2Ccode&sdk=joey,,10/8/2017 11:17,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,399,
INBANL-PC0EAQF5,https://www.facebook.com/plugins/like.php?app_id=&channel=http%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2FZ2duorNoYeF.js%3Fversion%3D42%23cb%3Df244d9752aa525c%26domain%3Dblogs.gartner.com%26origin%3Dhttp%253A%252F%252Fblogs.gartner.com%252Ff32d1cd483ff11%26relation%3Dparent.parent&container_width=87&font=arial&href=http%3A%2F%2Fblogs.gartner.com%2Favivah-litan%2F2017%2F03%2F15%2Fmorphing-edr-market-grows-to-1-5-billion-in-2020%2F&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=true&width=450,,10/8/2017 11:17,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,528,
INBANL-PC0EAQF5,https://www.facebook.com/plugins/like.php?app_id=&channel=http%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2FZ2duorNoYeF.js%3Fversion%3D42%23cb%3Df35105e5c47af9%26domain%3Dblogs.gartner.com%26origin%3Dhttp%253A%252F%252Fblogs.gartner.com%252Ff180e21180c24bc%26relation%3Dparent.parent&container_width=87&font=arial&href=http%3A%2F%2Fblogs.gartner.com%2Favivah-litan%2F2017%2F03%2F15%2Fmorphing-edr-market-grows-to-1-5-billion-in-2020%2F&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=true&width=450,,10/9/2017 10:36,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,528,
INBANL-PC0EAQF5,https://www.facebook.com/tr/,,10/8/2017 11:17,12,,,Internet Explorer 10/11 / Edge,dharanidharanss,,28,
INBANL-PC0EAQF5,https://www.gartner.com/login/loginInitAction.do?method=initialize&TARGET=http%253A%252F%252Fwww.gartner.com%252Fdocument%252F3628517%253Fref%253DsolrAll%2526refval%253D181798985%2526qid%253D8ef20f2c0171ee5a70dd9f5058fe55bf,,10/9/2017 12:03,46,,,Internet Explorer 10/11 / Edge,dharanidharanss,,223,
INBANL-PC0EAQF5,https://www.gartner.com/login/loginInitAction.do?method=initialize&TARGET=http%253A%252F%252Fwww.gartner.com%252Fdocument%252F3628517%253Fref%253DsolrAll%2526refval%253D181798985%2526qid%253D8ef20f2c0171ee5a70dd9f5058fe55bf,,10/9/2017 12:03,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,223,
INBANL-PC0EAQF5,https://www.gototraining.com/,,10/4/2017 9:34,5,,,Internet Explorer 10/11 / Edge,dharanidharanss,,29,
INBANL-PC0EAQF5,https://www.microsoft.com/,,10/4/2017 17:08,14,,,Internet Explorer 10/11 / Edge,dharanidharanss,,26,
INBANL-PC0EAQF5,https://www.microsoft.com/,,10/4/2017 17:08,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,26,
INBANL-PC0EAQF5,https://www.microsoft.com/en-au/,,10/4/2017 17:08,13,,,Internet Explorer 10/11 / Edge,dharanidharanss,,32,
INBANL-PC0EAQF5,https://www.microsoft.com/en-au/,,10/4/2017 17:08,26,,,Internet Explorer 10/11 / Edge,dharanidharanss,,32,
INBANL-PC0EAQF5,https://www.microsoft.com/en-in/,,10/2/2017 19:09,15,,,Internet Explorer 10/11 / Edge,dharanidharanss,,32,
INBANL-PC0EAQF5,https://www.microsoft.com/en-in/,,10/2/2017 19:09,14,,,Internet Explorer 10/11 / Edge,dharanidharanss,,32,
INBANL-PC0EAQF5,https://www.microsoft.com/en-in/mscomhp/onerf/MeSilentPassport,,10/2/2017 19:09,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,62,
INBANL-PC0EAQF5,javascript:__doPostBack('verificationOption0'),,10/3/2017 10:34,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,46,
INBANL-PC0EAQF5,javascript:false,,10/2/2017 19:09,5,,,Internet Explorer 10/11 / Edge,dharanidharanss,,16,
INBANL-PC0EAQF5,javascript:false,,10/8/2017 11:17,47,,,Internet Explorer 10/11 / Edge,dharanidharanss,,16,
INBANL-PC0EAQF5,mk:@MSITStore:C:\Users\dharanidharanss\Desktop\recentfilesview\RecentFilesView.chm::/RecentFilesView.html,,10/10/2017 9:52,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,98,
INBANL-PC0EAQF5,ms-appx-web:///assets/errorpages/forbidframingedge.htm,,10/8/2017 8:50,18,,,Internet Explorer 10/11 / Edge,dharanidharanss,,54,
INBANL-PC0EAQF5,ms-appx-web://microsoft.microsoftedge/assets/errorpages/dnserror.html,,10/10/2017 10:32,22,,,Internet Explorer 10/11 / Edge,dharanidharanss,,69,
INBANL-PC0EAQF5,res://G2MResource_en.dll/html_empty_chat_doc_2014.htm,,10/9/2017 9:57,162,,,Internet Explorer 10/11 / Edge,dharanidharanss,,53,
INBANL-PC0EAQF5,slack://channel/?id=D3ZATHMCL&message=1506951336.000081&team=T024F7F15,,10/2/2017 19:05,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D3ZATHMCL&message=1506951841.000268&team=T024F7F15,,10/2/2017 19:14,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D3ZATHMCL&message=1506956860.000483&team=T024F7F15,,10/2/2017 20:37,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D3ZATHMCL&message=1506956943.000249&team=T024F7F15,,10/2/2017 20:39,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D3ZATHMCL&message=1506957336.000529&team=T024F7F15,,10/2/2017 20:45,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D3ZATHMCL&message=1507006683.000023&team=T024F7F15,,10/3/2017 10:28,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D3ZATHMCL&message=1507006916.000087&team=T024F7F15,,10/3/2017 10:32,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D3ZATHMCL&message=1507010358.000091&team=T024F7F15,,10/3/2017 11:29,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D3ZATHMCL&message=1507089905.000056&team=T024F7F15,,10/4/2017 9:35,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D3ZATHMCL&message=1507090168.000135&team=T024F7F15,,10/4/2017 9:39,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D3ZATHMCL&message=1507217050.000075&team=T024F7F15,,10/5/2017 20:54,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D3ZATHMCL&message=1507217052.000660&team=T024F7F15,,10/5/2017 20:54,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D3ZATHMCL&message=1507526774.000055&team=T024F7F15,,10/9/2017 10:56,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D40H1NBNH&message=1507108991.000454&team=T024F7F15,,10/4/2017 14:53,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D40H1NBNH&message=1507210114.000633&team=T024F7F15,,10/5/2017 18:58,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D40H1NBNH&message=1507210236.000451&team=T024F7F15,,10/5/2017 19:00,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D44BBQ2RE&message=1507613441.000053&team=T024F7F15,,10/10/2017 11:00,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D4SHFLR7C&message=1506951965.000550&team=T024F7F15,,10/2/2017 19:16,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D4SHFLR7C&message=1506952067.000534&team=T024F7F15,,10/2/2017 19:17,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D4SHFLR7C&message=1506953018.000280&team=T024F7F15,,10/2/2017 19:33,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D53C01N7K&message=1507282109.000134&team=T024F7F15,,10/6/2017 14:58,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D6VJ2AZ6K&message=1507278039.000183&team=T024F7F15,,10/6/2017 13:50,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D6VJ2AZ6K&message=1507278185.000107&team=T024F7F15,,10/6/2017 13:53,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D74PKU8MP&message=1507289580.000182&team=T024F7F15,,10/6/2017 17:03,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D755V6G5N&message=1507529866.000086&team=T024F7F15,,10/9/2017 11:47,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=D755V6G5N&message=1507531162.000096&team=T024F7F15,,10/9/2017 12:09,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,slack://channel/?id=G60AMCC7P&message=1507216922.000478&team=T024F7F15,,10/5/2017 20:52,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
